GeneOrder	GroupName	GroupProteinFunction	GeneAccession	GeneLink	GeneProteinFunction	IsolateName	IsolateAccession	isIsolate	GroupNameGood	Fence	GenomeAcc	NcbiIsolateName	GenomeOrder	inNewPoxAlign
21	H6	DNA topoisomerase	ATI21185.1	PROT:ATI21185.1	DNA topoisomerase type I	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
21	H6	DNA topoisomerase	AAM92392.1	PROT:AAM92392.1	EVM088	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
21	H6	DNA topoisomerase	AFH54651.1	PROT:AFH54651.1	topoisomerase type I	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
21	H6	DNA topoisomerase	ASK51282.1	PROT:ASK51282.1	DNA topoisomerase type I	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
21	H6	DNA topoisomerase	AUD40247.1	PROT:AUD40247.1	DNA topoisomerase	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
21	H6	DNA topoisomerase	AAF44487.1	PROT:AAF44487.1	ORF FPV143 DNA topoisomerase	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
21	H6	DNA topoisomerase	YP_001293268.1	PROT:YP_001293268.1	hypothetical protein GTPV_gp073	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
21	H6	DNA topoisomerase	ABH08211.1	PROT:ABH08211.1	HSPV105	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
21	H6	DNA topoisomerase	AAK85038.1	PROT:AAK85038.1	LSDV077 DNA topoisomerase	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
21	H6	DNA topoisomerase	AAC97665.1	PROT:AAC97665.1	"ORF MSV130 putative DNA topoisomerase I, Amsacta moorei entomopoxvirus topoisomerase (vaccinia H6R) homolog, similar to GB:U80056"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
21	H6	DNA topoisomerase	AAC55215.1	PROT:AAC55215.1	MC087R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
21	H6	DNA topoisomerase	AAX09191.1	PROT:AAX09191.1	MPXV-COP-090	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
21	H6	DNA topoisomerase	AAL40554.1	PROT:AAL40554.1	H6R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
21	H6	DNA topoisomerase	AST09295.1	PROT:AST09295.1	DNA topoisomerase type I	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
21	H6	DNA topoisomerase	CCU56275.1	PROT:CCU56275.1	DNA Topoisomerase type I	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
21	H6	DNA topoisomerase	AAF14962.1	PROT:AAF14962.1	m74R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
21	H6	DNA topoisomerase	AFU77338.1	PROT:AFU77338.1	m74R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
21	H6	DNA topoisomerase	ABJ08997.1	PROT:ABJ08997.1	DNA topoisomerase IB	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
21	H6	DNA topoisomerase	ABA00579.1	PROT:ABA00579.1	topoisomerase I	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
21	H6	DNA topoisomerase	AAR98287.1	PROT:AAR98287.1	ORF062 DNA topoisomerase type I	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
21	H6	DNA topoisomerase	AYN64670.1	PROT:AYN64670.1	putative H6R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
21	H6	DNA topoisomerase	AIZ77313.1	PROT:AIZ77313.1	putative DNA topoisomerase type I	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
21	H6	DNA topoisomerase	AID46879.1	PROT:AID46879.1	DNA topoisomerase	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
21	H6	DNA topoisomerase	AID46650.1	PROT:AID46650.1	DNA topoisomerase	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
21	H6	DNA topoisomerase	ADC53963.1	PROT:ADC53963.1	topoisomerase I	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
21	H6	DNA topoisomerase	ANS71164.1	PROT:ANS71164.1	DNA topoisomerase type I	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
21	H6	DNA topoisomerase	AAF17956.1	PROT:AAF17956.1	gp074R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
21	H6	DNA topoisomerase	AKJ93733.1	PROT:AKJ93733.1	DNA Topoisomerase type I	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
21	H6	DNA topoisomerase	AKR04295.1	PROT:AKR04295.1	DNA topoisomerase I	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
21	H6	DNA topoisomerase	AWU47120.1	PROT:AWU47120.1	DNA topoisomerase type I	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
21	H6	DNA topoisomerase	ASC55578.1	PROT:ASC55578.1	DNA topoisomerase type I-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
21	H6	DNA topoisomerase	NP_659649.1	PROT:NP_659649.1	DNA topoisomerase	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
21	H6	DNA topoisomerase	AOP31582.1	PROT:AOP31582.1	DNA topoisomerase type I	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
21	H6	DNA topoisomerase	CCD83253.1	PROT:CCD83253.1	topoisomerase	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
21	H6	DNA topoisomerase	AAL69813.1	PROT:AAL69813.1	SPV074 DNA topoisomerase	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
21	H6	DNA topoisomerase	ABD97672.1	PROT:ABD97672.1	topoisomerase type IB	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
21	H6	DNA topoisomerase	ALA62481.1	PROT:ALA62481.1	DNA topoisomerase	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
21	H6	DNA topoisomerase	AAO89383.1	PROT:AAO89383.1	topoisomerase type IB	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
21	H6	DNA topoisomerase	CAA49030.1	PROT:CAA49030.1	I6R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
21	H6	DNA topoisomerase	CAB54689.1	PROT:CAB54689.1	J6R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
21	H6	DNA topoisomerase	AOP31793.1	PROT:AOP31793.1	DNA topoisomerase type I	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
21	H6	DNA topoisomerase	ATI21021.1	PROT:ATI21021.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
21	H6	DNA topoisomerase	AAR07433.1	PROT:AAR07433.1	77R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
21	H6	DNA topoisomerase	CAC21315.1	PROT:CAC21315.1	77R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
21	H6	DNA topoisomerase	AEN03673.1	PROT:AEN03673.1	DNA topoisomerase type I	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
22	I8	NPH-II	CCU55400.1	PROT:CCU55400.1	"RNA helicase, DExH-NPH-II domain"	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
22	I8	NPH-II	AXN74869.1	PROT:AXN74869.1	RNA helicase	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
22	I8	NPH-II	AAG02787.1	PROT:AAG02787.1	AMV081	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
22	I8	NPH-II	BAO49530.1	PROT:BAO49530.1	RNA helicase NPH-II	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
22	I8	NPH-II	APG58264.1	PROT:APG58264.1	RNA helicase NPH-II	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
22	I8	NPH-II	AAR98393.1	PROT:AAR98393.1	ORF036 RNA helicase NPH-II	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
22	I8	NPH-II	AAG37544.1	PROT:AAG37544.1	CMP74R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
22	I8	NPH-II	AAL73782.1	PROT:AAL73782.1	putative NPH-II RNA helicase	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
22	I8	NPH-II	AAR83455.1	PROT:AAR83455.1	"CNPV109 NPH-II, RNA helicase"	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
22	I8	NPH-II	CCU55706.1	PROT:CCU55706.1	"RNA helicase, DExH-NPH-II domain"	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
22	I8	NPH-II	CCU56008.1	PROT:CCU56008.1	"RNA helicase, DExH-NPH-II domain"	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
22	I8	NPH-II	ADT91081.1	PROT:ADT91081.1	RNA helicase NPH-II	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
22	I8	NPH-II	AAM13532.1	PROT:AAM13532.1	CPXV087 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
22	I8	NPH-II	ABI99213.1	PROT:ABI99213.1	RNA helicase	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
22	I8	NPH-II	ATI21157.1	PROT:ATI21157.1	RNA helicase DExH-NPH-II domain	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
22	I8	NPH-II	AAM92365.1	PROT:AAM92365.1	EVM061	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
22	I8	NPH-II	AFH54624.1	PROT:AFH54624.1	RNA helicase	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
22	I8	NPH-II	ASK51254.1	PROT:ASK51254.1	"RNA-helicase, DExH-NPH-II"	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
22	I8	NPH-II	AUD40185.1	PROT:AUD40185.1	DNA/RNA helicase/NPH-11	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
22	I8	NPH-II	AAF44426.1	PROT:AAF44426.1	ORF FPV082 RNA helicase/NPH-II	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
22	I8	NPH-II	YP_001293240.1	PROT:YP_001293240.1	hypothetical protein GTPV_gp045	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
22	I8	NPH-II	ABH08184.1	PROT:ABH08184.1	HSPV078	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
22	I8	NPH-II	AAK85010.1	PROT:AAK85010.1	LSDV049 putative RNA helicase	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
22	I8	NPH-II	AAC97810.1	PROT:AAC97810.1	"ORF MSV086 putative RNA helicase (vaccinia I8R), similar to GB:L22579"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
22	I8	NPH-II	AAC55178.1	PROT:AAC55178.1	MC050R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
22	I8	NPH-II	AAX09164.1	PROT:AAX09164.1	MPXV-COP-063	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
22	I8	NPH-II	AAL40527.1	PROT:AAL40527.1	I8R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
22	I8	NPH-II	AST09268.1	PROT:AST09268.1	RNA-helicase DExH-NPH-II domain	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
22	I8	NPH-II	CCU56302.1	PROT:CCU56302.1	"RNA helicase, DExH-NPH-II domain"	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
22	I8	NPH-II	AAF14932.1	PROT:AAF14932.1	m44R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
22	I8	NPH-II	AFU77309.1	PROT:AFU77309.1	m44R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
22	I8	NPH-II	ABJ08962.1	PROT:ABJ08962.1	RNA helicase NPH-II	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
22	I8	NPH-II	ABA00553.1	PROT:ABA00553.1	RNA helicase	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
22	I8	NPH-II	AAR98261.1	PROT:AAR98261.1	ORF036 RNA helicase NPH-II	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
22	I8	NPH-II	AYN64644.1	PROT:AYN64644.1	putative I8R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
22	I8	NPH-II	AIZ77287.1	PROT:AIZ77287.1	putative RNA helicase NPH-II	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
22	I8	NPH-II	AID46820.1	PROT:AID46820.1	DNA/RNA helicase/NPH-11	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
22	I8	NPH-II	AID46591.1	PROT:AID46591.1	DNA/RNA helicase/NPH-11	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
22	I8	NPH-II	ADC53937.1	PROT:ADC53937.1	RNA helicase NPH-II	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
22	I8	NPH-II	ANS71138.1	PROT:ANS71138.1	"RNA helicase, dexh-nph-ii domain"	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
22	I8	NPH-II	AAF17926.1	PROT:AAF17926.1	gp044R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
22	I8	NPH-II	AKJ93706.1	PROT:AKJ93706.1	"RNA-helicase, DExH-NPH-II"	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
22	I8	NPH-II	AKR04274.1	PROT:AKR04274.1	RNA-helicase DExH-NPH-II	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
22	I8	NPH-II	AWU47094.1	PROT:AWU47094.1	RNA helicase	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
22	I8	NPH-II	ASC55602.1	PROT:ASC55602.1	RNA helicase NPH-II-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
22	I8	NPH-II	NP_659621.1	PROT:NP_659621.1	"NPH-II, RNA helicase"	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
22	I8	NPH-II	AOP31555.1	PROT:AOP31555.1	RNA helicase	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
22	I8	NPH-II	CCD83226.1	PROT:CCD83226.1	encapsidated ATP-dependent RNA helicase	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
22	I8	NPH-II	AAL69785.1	PROT:AAL69785.1	SPV046 putative NPH-II RNA helicase	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
22	I8	NPH-II	ABD97646.1	PROT:ABD97646.1	RNA-helicase	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
22	I8	NPH-II	ALA62429.1	PROT:ALA62429.1	NPH-II RNA helicase	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
22	I8	NPH-II	AAO89356.1	PROT:AAO89356.1	"RNA-helicase, DExH-NPH-II"	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
22	I8	NPH-II	CAA49003.1	PROT:CAA49003.1	K8R	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
22	I8	NPH-II	CAB54662.1	PROT:CAB54662.1	L8R protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
22	I8	NPH-II	AOP31766.1	PROT:AOP31766.1	RNA helicase	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
22	I8	NPH-II	ATI20993.1	PROT:ATI20993.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
22	I8	NPH-II	AAR07405.1	PROT:AAR07405.1	49R	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
22	I8	NPH-II	CAC21287.1	PROT:CAC21287.1	49R protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
22	I8	NPH-II	AEN03645.1	PROT:AEN03645.1	"RNA-helicase, DExH-NPH-II domain"	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
23	J3	polyA polymerase small	CCU55378.1	PROT:CCU55378.1	poly(A) polymerase small subunit VP39	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
23	J3	polyA polymerase small	AXN74888.1	PROT:AXN74888.1	Poly(A) polymerase small subuni	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
23	J3	polyA polymerase small	AAG02766.1	PROT:AAG02766.1	AMV060	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
23	J3	polyA polymerase small	BAO49540.1	PROT:BAO49540.1	putative poly(A) polymerase small subuni	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
23	J3	polyA polymerase small	APG58285.1	PROT:APG58285.1	cap-specific mRNA nucleoside-2'-O--methyltransferase	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
23	J3	polyA polymerase small	AAR98410.1	PROT:AAR98410.1	ORF053 poly-A polymerase small subunit VP39 PAPS	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
23	J3	polyA polymerase small	AAG37564.1	PROT:AAG37564.1	CMP92R	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
23	J3	polyA polymerase small	AAL73800.1	PROT:AAL73800.1	poly(A) polymerase small subunit PAPS	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
23	J3	polyA polymerase small	AAR83525.1	PROT:AAR83525.1	CNPV179 poly(A) polymerase small subunit PAPS	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
23	J3	polyA polymerase small	CCU55673.1	PROT:CCU55673.1	poly(A) polymerase small subunit VP39	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
23	J3	polyA polymerase small	CCU55984.1	PROT:CCU55984.1	poly(A) polymerase small subunit VP39	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
23	J3	polyA polymerase small	ADT91098.1	PROT:ADT91098.1	polyA polymerase small subuni	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
23	J3	polyA polymerase small	AAM13549.1	PROT:AAM13549.1	CPXV106 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
23	J3	polyA polymerase small	ABI99232.1	PROT:ABI99232.1	poly(A) polymerase small subuni	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
23	J3	polyA polymerase small	ATI21175.1	PROT:ATI21175.1	polymerase small subunit VP39	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
23	J3	polyA polymerase small	AAM92383.1	PROT:AAM92383.1	EVM079	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
23	J3	polyA polymerase small	AFH54642.1	PROT:AFH54642.1	poly(a) polymerase small subuni	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
23	J3	polyA polymerase small	ASK51273.1	PROT:ASK51273.1	Poly (A) polymerase small subuni	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
23	J3	polyA polymerase small	AUD40238.1	PROT:AUD40238.1	polyA polymerase small subuni	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
23	J3	polyA polymerase small	AAF44478.1	PROT:AAF44478.1	ORF FPV134 Poly(A) polymerase small subunit PAP-S	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
23	J3	polyA polymerase small	YP_001293259.1	PROT:YP_001293259.1	hypothetical protein GTPV_gp064	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
23	J3	polyA polymerase small	ABH08202.1	PROT:ABH08202.1	HSPV096	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
23	J3	polyA polymerase small	AAK85029.1	PROT:AAK85029.1	LSDV068 poly(A) polymerase small subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
23	J3	polyA polymerase small	AAC97833.1	PROT:AAC97833.1	"ORF MSV041 putative poly(A) polymerase small subunit PAP-S homolog (vaccinia J3R), similar to GB:L22579"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
23	J3	polyA polymerase small	AAC55204.1	PROT:AAC55204.1	MC076R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
23	J3	polyA polymerase small	AAX09182.1	PROT:AAX09182.1	MPXV-COP-081	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
23	J3	polyA polymerase small	AAL40545.1	PROT:AAL40545.1	L3R	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
23	J3	polyA polymerase small	AST09286.1	PROT:AST09286.1	VP39	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
23	J3	polyA polymerase small	CCU56281.1	PROT:CCU56281.1	poly(A) polymerase small subunit VP39	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
23	J3	polyA polymerase small	AAF14953.1	PROT:AAF14953.1	m65R	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
23	J3	polyA polymerase small	AFU77329.1	PROT:AFU77329.1	m65R	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
23	J3	polyA polymerase small	ABJ08987.1	PROT:ABJ08987.1	poly(A) polymerase small subuni	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
23	J3	polyA polymerase small	ABA00570.1	PROT:ABA00570.1	poly(A) polymerase subuni	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
23	J3	polyA polymerase small	AAR98278.1	PROT:AAR98278.1	ORF053 poly-A polymerase small subunit VP39 PAPS	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
23	J3	polyA polymerase small	AYN64661.1	PROT:AYN64661.1	putative J3R protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
23	J3	polyA polymerase small	AIZ77304.1	PROT:AIZ77304.1	putative poly-A polymerase small subunit VP39 PAPS	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
23	J3	polyA polymerase small	AID46870.1	PROT:AID46870.1	polyA polymerase PAPs	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
23	J3	polyA polymerase small	AID46641.1	PROT:AID46641.1	polyA polymerase PAPs	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
23	J3	polyA polymerase small	ADC53954.1	PROT:ADC53954.1	poly(A)-polymerase subuni	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
23	J3	polyA polymerase small	ANS71155.1	PROT:ANS71155.1	poly(a) polymerase small subuni	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
23	J3	polyA polymerase small	AAF17947.1	PROT:AAF17947.1	gp065R	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
23	J3	polyA polymerase small	AKJ93724.1	PROT:AKJ93724.1	Multifunctional poly-A polymerase small subunit protein VP39	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
23	J3	polyA polymerase small	AKR04186.1	PROT:AKR04186.1	poly(A) polymerase small subunit PAPS	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
23	J3	polyA polymerase small	AWU47111.1	PROT:AWU47111.1	poly polymerase small subuni	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
23	J3	polyA polymerase small	ASC55587.1	PROT:ASC55587.1	poly(A) polymerase small subunit-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
23	J3	polyA polymerase small	NP_659640.1	PROT:NP_659640.1	Poly(A) polymerase small subunit PAPs	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
23	J3	polyA polymerase small	AOP31573.1	PROT:AOP31573.1	poly polymerase small subuni	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
23	J3	polyA polymerase small	CCD83243.1	PROT:CCD83243.1	poly(A) polymerase and RNA methyltransferase	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
23	J3	polyA polymerase small	AAL69804.1	PROT:AAL69804.1	SPV065 poly(A) polymerase small subunit PAPS	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
23	J3	polyA polymerase small	ABD97664.1	PROT:ABD97664.1	poly-A polymerase subuni	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
